0 1 1 35
0 1 5 35
0 1 9 35
0 1 13 36
0 1 17 35
0 1 21 36
0 1 25 36
0 1 29 35
0 1 33 37
0 1 37 36
0 1 41 35
0 1 45 36
0 1 49 36
0 1 53 36
0 1 57 38
0 1 61 36
0 1 65 38
0 1 69 38
0 1 73 38
0 1 77 38
0 1 81 39
0 1 85 39
0 1 89 39
0 1 93 39
0 1 97 41
0 1 101 42
0 1 105 41
0 1 109 41
0 1 113 41
0 1 117 42
0 1 121 42
0 1 125 42
0 2 1 35
0 2 5 34
0 2 9 34
0 2 13 34
0 2 17 35
0 2 21 35
0 2 25 36
0 2 29 37
0 2 33 38
0 2 37 38
0 2 41 39
0 2 45 39
0 2 49 41
0 2 53 41
0 2 57 41
0 2 61 41
0 2 65 43
0 2 69 44
0 2 73 44
0 2 77 46
0 2 81 47
0 2 85 48
0 2 89 48
0 2 93 49
0 2 97 50
0 2 101 51
0 2 105 51
0 2 109 52
0 2 113 55
0 2 117 55
0 2 121 55
0 2 125 55
0 3 1 34
0 3 5 34
0 3 9 35
0 3 13 36
0 3 17 35
0 3 21 37
0 3 25 39
0 3 29 39
0 3 33 41
0 3 37 42
0 3 41 43
0 3 45 45
0 3 49 46
0 3 53 46
0 3 57 49
0 3 61 49
0 3 65 52
0 3 69 52
0 3 73 53
0 3 77 57
0 3 81 56
0 3 85 57
0 3 89 59
0 3 93 60
0 3 97 63
0 3 101 63
0 3 105 64
0 3 109 67
0 3 113 67
0 3 117 68
0 3 121 71
0 3 125 73
0 4 1 36
0 4 5 35
0 4 9 36
0 4 13 37
0 4 17 39
0 4 21 40
0 4 25 41
0 4 29 43
0 4 33 45
0 4 37 47
0 4 41 49
0 4 45 51
0 4 49 52
0 4 53 53
0 4 57 56
0 4 61 58
0 4 65 59
0 4 69 59
0 4 73 62
0 4 77 63
0 4 81 65
0 4 85 66
0 4 89 68
0 4 93 69
0 4 97 73
0 4 101 73
0 4 105 75
0 4 109 77
0 4 113 78
0 4 117 80
0 4 121 81
0 4 125 83
0 5 1 36
0 5 5 35
0 5 9 36
0 5 13 39
0 5 17 39
0 5 21 43
0 5 25 43
0 5 29 47
0 5 33 49
0 5 37 52
0 5 41 54
0 5 45 57
0 5 49 58
0 5 53 61
0 5 57 62
0 5 61 65
0 5 65 68
0 5 69 69
0 5 73 72
0 5 77 74
0 5 81 76
0 5 85 80
0 5 89 80
0 5 93 82
0 5 97 87
0 5 101 87
0 5 105 89
0 5 109 92
0 5 113 94
0 5 117 96
0 5 121 99
0 5 125 101
0 6 1 36
0 6 5 36
0 6 9 38
0 6 13 39
0 6 17 42
0 6 21 43
0 6 25 46
0 6 29 49
0 6 33 52
0 6 37 53
0 6 41 58
0 6 45 60
0 6 49 63
0 6 53 66
0 6 57 68
0 6 61 71
0 6 65 73
0 6 69 75
0 6 73 77
0 6 77 81
0 6 81 83
0 6 85 86
0 6 89 88
0 6 93 92
0 6 97 94
0 6 101 95
0 6 105 98
0 6 109 101
0 6 113 103
0 6 117 108
0 6 121 109
0 6 125 112
0 7 1 36
0 7 5 37
0 7 9 38
0 7 13 40
0 7 17 44
0 7 21 47
0 7 25 50
0 7 29 53
0 7 33 57
0 7 37 60
0 7 41 62
0 7 45 65
0 7 49 70
0 7 53 73
0 7 57 75
0 7 61 79
0 7 65 82
0 7 69 86
0 7 73 88
0 7 77 92
0 7 81 95
0 7 85 98
0 7 89 101
0 7 93 104
0 7 97 108
0 7 101 111
0 7 105 113
0 7 109 116
0 7 113 119
0 7 117 125
0 7 121 127
0 7 125 130
0 8 1 36
0 8 5 36
0 8 9 39
0 8 13 42
0 8 17 45
0 8 21 48
0 8 25 51
0 8 29 55
0 8 33 58
0 8 37 62
0 8 41 65
0 8 45 69
0 8 49 71
0 8 53 75
0 8 57 78
0 8 61 82
0 8 65 89
0 8 69 89
0 8 73 93
0 8 77 96
0 8 81 100
0 8 85 103
0 8 89 106
0 8 93 109
0 8 97 112
0 8 101 116
0 8 105 120
0 8 109 122
