0 1 1 11
0 1 5 11
0 1 9 11
0 1 13 12
0 1 17 12
0 1 21 12
0 1 25 12
0 1 29 12
0 1 33 12
0 1 37 12
0 1 41 12
0 1 45 12
0 1 49 12
0 1 53 12
0 1 57 13
0 1 61 12
0 1 65 13
0 1 69 13
0 1 73 13
0 1 77 13
0 1 81 13
0 1 85 13
0 1 89 13
0 1 93 13
0 1 97 14
0 1 101 15
0 1 105 14
0 1 109 14
0 1 113 14
0 1 117 14
0 1 121 14
0 1 125 15
0 2 1 11
0 2 5 11
0 2 9 11
0 2 13 11
0 2 17 12
0 2 21 12
0 2 25 12
0 2 29 12
0 2 33 13
0 2 37 13
0 2 41 13
0 2 45 13
0 2 49 14
0 2 53 14
0 2 57 14
0 2 61 14
0 2 65 16
0 2 69 16
0 2 73 16
0 2 77 16
0 2 81 16
0 2 85 17
0 2 89 16
0 2 93 16
0 2 97 17
0 2 101 17
0 2 105 17
0 2 109 17
0 2 113 18
0 2 117 18
0 2 121 18
0 2 125 18
0 3 1 11
0 3 5 11
0 3 9 12
0 3 13 12
0 3 17 12
0 3 21 12
0 3 25 13
0 3 29 13
0 3 33 14
0 3 37 14
0 3 41 14
0 3 45 16
0 3 49 16
0 3 53 16
0 3 57 17
0 3 61 16
0 3 65 17
0 3 69 17
0 3 73 17
0 3 77 19
0 3 81 18
0 3 85 18
0 3 89 20
0 3 93 20
0 3 97 20
0 3 101 21
0 3 105 21
0 3 109 21
0 3 113 21
0 3 117 21
0 3 121 22
0 3 125 22
0 4 1 12
0 4 5 12
0 4 9 12
0 4 13 12
0 4 17 13
0 4 21 14
0 4 25 14
0 4 29 15
0 4 33 16
0 4 37 16
0 4 41 17
0 4 45 17
0 4 49 17
0 4 53 17
0 4 57 18
0 4 61 19
0 4 65 20
0 4 69 20
0 4 73 21
0 4 77 21
0 4 81 21
0 4 85 21
0 4 89 22
0 4 93 22
0 4 97 24
0 4 101 24
0 4 105 24
0 4 109 25
0 4 113 25
0 4 117 25
0 4 121 26
0 4 125 26
0 5 1 12
0 5 5 12
0 5 9 12
0 5 13 13
0 5 17 14
0 5 21 15
0 5 25 15
0 5 29 16
0 5 33 17
0 5 37 17
0 5 41 17
0 5 45 18
0 5 49 19
0 5 53 20
0 5 57 20
0 5 61 21
0 5 65 21
0 5 69 22
0 5 73 22
0 5 77 24
0 5 81 24
0 5 85 25
0 5 89 25
0 5 93 26
0 5 97 26
0 5 101 26
0 5 105 28
0 5 109 29
0 5 113 29
0 5 117 30
0 5 121 30
0 5 125 31
0 6 1 12
0 6 5 12
0 6 9 12
0 6 13 13
0 6 17 15
0 6 21 15
0 6 25 16
0 6 29 17
0 6 33 17
0 6 37 17
0 6 41 19
0 6 45 20
0 6 49 21
0 6 53 21
0 6 57 21
0 6 61 22
0 6 65 24
0 6 69 24
0 6 73 25
0 6 77 25
0 6 81 26
0 6 85 26
0 6 89 28
0 6 93 29
0 6 97 29
0 6 101 30
0 6 105 30
0 6 109 31
0 6 113 32
0 6 117 32
0 6 121 33
0 6 125 33
0 7 1 12
0 7 5 12
0 7 9 12
0 7 13 14
0 7 17 15
0 7 21 16
0 7 25 17
0 7 29 17
0 7 33 18
0 7 37 20
0 7 41 20
0 7 45 21
0 7 49 22
0 7 53 22
0 7 57 24
0 7 61 24
0 7 65 26
0 7 69 26
0 7 73 26
0 7 77 29
0 7 81 29
0 7 85 30
0 7 89 31
0 7 93 31
0 7 97 32
0 7 101 33
0 7 105 33
0 7 109 34
0 7 113 36
0 7 117 37
0 7 121 37
0 7 125 38
0 8 1 12
0 8 5 12
0 8 9 13
0 8 13 15
0 8 17 16
0 8 21 17
0 8 25 17
0 8 29 18
0 8 33 20
0 8 37 21
0 8 41 21
0 8 45 22
0 8 49 24
0 8 53 24
0 8 57 25
0 8 61 25
0 8 65 28
0 8 69 28
0 8 73 29
0 8 77 30
0 8 81 31
0 8 85 31
0 8 89 32
0 8 93 33
0 8 97 35
0 8 101 35
0 8 105 36
0 8 109 37
0 8 113 40
0 8 117 40
0 8 121 41
0 8 125 41
0 9 1 12
0 9 5 12
0 9 9 13
0 9 13 15
0 9 17 16
0 9 21 17
0 9 25 19
0 9 29 20
0 9 33 21
0 9 37 21
0 9 41 22
0 9 45 24
0 9 49 25
0 9 53 26
0 9 57 28
0 9 61 28
0 9 65 30
0 9 69 30
0 9 73 32
0 9 77 32
0 9 81 33
0 9 85 34
0 9 89 36
0 9 93 37
0 9 97 38
0 9 101 40
0 9 105 41
0 9 109 41
0 9 113 42
0 9 117 43
0 9 121 44
0 9 125 45
0 10 1 12
